mq2,mq4,Time
17,5,24:27.6
17,5,24:42.6
17,5,24:57.6
17,5,25:12.6
17,5,25:27.6
17,5,25:42.6
17,5,25:57.6
17,5,26:12.6
17,5,26:27.6
17,5,26:42.6
17,5,26:57.6
17,5,27:12.6
17,5,27:27.6
17,5,27:42.6
17,5,27:57.6
17,5,28:12.6
17,5,28:27.6
17,5,28:42.6
17,5,28:57.6
17,5,29:12.6
17,5,29:27.6
17,5,29:42.6
17,5,29:57.6
17,5,30:12.6
17,5,30:27.6
17,5,30:42.6
17,5,30:57.6
17,5,31:12.6
17,5,31:27.6
17,5,31:42.6
17,5,31:57.6
17,5,32:12.6
17,5,32:27.6
17,5,32:42.6
17,5,32:57.6
17,5,33:12.6
17,5,33:27.6
17,5,33:42.6
17,5,33:57.6
17,5,34:12.6
17,5,34:27.6
17,5,34:42.6
17,5,34:57.6
17,5,35:12.6
17,5,35:27.6
17,5,35:42.6
17,5,35:57.6
17,5,36:12.6
17,5,36:27.6
17,5,36:42.6
17,5,36:57.6
17,5,37:12.6
17,5,37:27.6
17,5,37:42.6
17,5,37:57.6
17,5,38:12.6
17,5,38:27.6
17,5,38:42.6
17,5,38:57.6
17,5,39:12.6
17,5,39:27.6
17,5,39:42.6
17,5,39:57.6
17,5,40:12.6
17,5,40:27.6
17,5,40:42.6
17,5,40:57.6
17,5,41:12.6
17,5,41:27.6
17,5,41:42.6
17,5,41:57.6
17,5,42:12.6
17,5,42:27.6
17,5,42:42.6
17,5,42:57.6
17,5,43:12.6
17,5,43:27.6
17,5,43:42.6
17,5,43:57.6
17,5,44:12.6
17,5,44:27.6
17,5,44:42.6
17,5,44:57.6
17,5,45:12.6
17,5,45:27.6
17,5,45:42.6
17,4,45:57.6
17,5,46:12.6
17,4,46:27.6
17,4,46:42.6
17,4,46:57.6
17,4,47:12.6
17,5,47:27.6
17,5,47:42.6
17,4,47:57.6
17,4,48:12.6
17,4,48:27.6
17,4,48:42.6
17,4,48:57.6
17,4,49:12.6
17,4,49:27.6
17,4,49:42.6
17,4,49:57.6
17,4,50:12.6
17,4,50:27.6
17,4,50:42.6
17,4,50:57.6
17,4,51:12.6
17,4,51:27.6
17,4,51:42.6
17,4,51:57.6
17,4,52:12.6
17,4,52:27.6
17,4,52:42.6
17,4,52:57.6
17,4,53:12.6
17,4,53:27.6
17,4,53:42.6
17,4,53:57.6
17,4,54:12.6
17,4,54:27.6
17,4,54:42.6
17,4,54:57.6
17,4,55:12.6
17,4,55:27.6
17,4,55:42.6
17,4,55:57.6
17,4,56:12.6
17,4,56:27.6
17,4,56:42.6
17,4,56:57.6
17,4,57:12.6
17,4,57:27.6
17,4,57:42.6
17,4,57:57.6
17,4,58:12.6
17,4,58:27.6
17,4,58:42.6
17,4,58:57.6
17,4,59:12.6
17,4,59:27.6
17,4,59:42.6
17,4,59:57.6
17,4,00:12.6
17,4,00:27.6
17,4,00:42.6
17,4,00:57.6
17,4,01:12.6
17,4,01:27.6
17,4,01:42.6
17,4,01:57.6
17,4,02:12.6
17,4,02:27.6
17,4,02:42.6
17,4,02:57.6
17,4,03:12.6
17,4,03:27.6
17,4,03:42.6
17,4,03:57.6
17,4,04:12.6
17,4,04:27.6
17,4,04:42.6
17,4,04:57.6
17,4,05:12.6
17,4,05:27.6
17,4,05:42.6
17,4,05:57.6
17,4,06:12.6
16,4,06:27.6
17,4,06:42.6
17,4,06:57.6
17,4,07:12.6
17,4,07:27.6
17,4,07:42.6
17,4,07:57.6
17,4,08:12.6
17,4,08:27.6
17,4,08:42.6
17,4,08:57.6
16,4,09:12.6
17,4,09:27.6
16,4,09:42.6
17,4,09:57.6
17,4,10:12.6
17,4,10:27.6
17,4,10:42.6
17,4,10:57.6
16,4,11:12.6
16,4,11:27.6
17,4,11:42.6
16,4,11:57.6
17,4,12:12.6
17,4,12:27.6
17,4,12:42.6
17,4,12:57.6
17,4,13:12.6
17,4,13:27.6
17,4,13:42.6
17,4,13:57.6
17,4,14:12.6
17,4,14:27.6
17,4,14:42.6
17,4,14:57.6
17,4,15:12.6
16,4,15:27.6
16,4,15:42.6
17,4,15:57.6
16,4,16:12.6
16,4,16:27.6
16,4,16:42.6
16,4,16:57.6
16,4,17:12.6
16,4,17:27.6
16,4,17:42.6
16,4,17:57.6
17,4,18:12.6
16,4,18:27.6
16,4,18:42.6
16,4,18:57.6
16,4,19:12.6
16,4,19:27.6
16,4,19:42.6
16,4,19:57.6
16,4,20:12.6
16,4,20:27.6
16,4,20:42.6
16,4,20:57.6
16,4,21:12.6
16,4,21:27.6
16,4,21:42.6
16,4,21:57.6
16,4,22:12.6
16,4,22:27.6
16,4,22:42.6
16,4,22:57.6
16,4,23:12.6
16,4,23:27.6
16,4,23:42.6
16,4,23:57.6
16,4,24:12.6
16,4,24:27.6
16,4,24:42.6
16,4,24:57.6
16,4,25:12.6
16,4,25:27.6
16,4,25:42.6
16,4,25:57.6
16,4,26:12.6
16,4,26:27.6
16,4,26:42.6
16,4,26:57.6
16,4,27:12.6
16,4,27:27.6
16,4,27:42.6
16,4,27:57.6
16,4,28:12.6
16,4,28:27.6
16,4,28:42.6
16,4,28:57.6
16,4,29:12.6
16,4,29:27.6
16,4,29:42.6
16,4,29:57.6
16,4,30:12.6
16,4,30:27.6
16,4,30:42.6
16,4,30:57.6
16,4,31:12.6
16,4,31:27.6
16,4,31:42.6
16,4,31:57.6
16,3,32:12.6
16,4,32:27.6
16,4,32:42.6
16,4,32:57.6
16,4,33:12.6
16,4,33:27.6
16,3,33:42.6
16,4,33:57.6
16,4,34:12.6
16,3,34:27.6
16,4,34:42.6
16,3,34:57.6
16,3,35:12.6
16,3,35:27.6
16,3,35:42.6
16,3,35:57.6
16,3,36:12.6
16,3,36:27.6
16,3,36:42.6
16,3,36:57.6
16,3,37:12.6
16,3,37:27.6
16,3,37:42.6
16,3,37:57.6
16,3,38:12.6
16,3,38:27.6
16,3,38:42.6
15,3,38:57.6
16,3,39:12.6
16,3,39:27.6
16,3,39:42.6
16,3,39:57.6
16,3,40:12.6
16,3,40:27.6
16,3,40:42.6
16,3,40:57.6
16,3,41:12.6
16,3,41:27.6
15,3,41:42.6
15,3,41:57.6
16,3,42:12.6
16,3,42:27.6
16,3,42:42.6
15,3,42:57.6
16,3,43:12.6
15,3,43:27.6
16,3,43:42.6
15,3,43:57.6
15,3,44:12.6
15,3,44:27.6
15,3,44:42.6
15,3,44:57.6
15,3,45:12.6
15,3,45:27.6
16,3,45:42.6
16,3,45:57.6
16,3,46:12.6
15,3,46:27.6
15,3,46:42.6
15,3,46:57.6
15,3,47:12.6
15,3,47:27.6
15,3,47:42.6
15,3,47:57.6
15,3,48:12.6
15,3,48:27.6
15,3,48:42.6
15,3,48:57.6
15,3,49:12.6
15,3,49:27.6
15,3,49:42.6
15,3,49:57.6
15,3,50:12.6
15,3,50:27.6
15,3,50:42.6
15,3,50:57.6
15,3,51:12.6
15,3,51:27.6
15,3,51:42.6
15,3,51:57.6
15,3,52:12.6
15,3,52:27.6
15,3,52:42.6
15,3,52:57.6
15,3,53:12.6
15,3,53:27.6
15,3,53:42.6
15,3,53:57.6
15,3,54:12.6
15,3,54:27.6
15,3,54:42.6
15,3,54:57.6
15,3,55:12.6
15,3,55:27.6
15,3,55:42.6
15,3,55:57.6
15,3,56:12.6
15,3,56:27.6
15,3,56:42.6
15,3,56:57.6
15,3,57:12.6
15,3,57:27.6
15,3,57:42.6
15,3,57:57.6
15,3,58:12.6
15,3,58:27.6
15,3,58:42.6
15,3,58:57.6
15,3,59:12.6
15,3,59:27.6
15,3,59:42.6
15,3,59:57.6
15,3,00:12.6
15,3,00:27.6
15,3,00:42.6
15,3,00:57.6
15,3,01:12.6
15,3,01:27.6
15,3,01:42.6
15,3,01:57.6
15,3,02:12.6
15,3,02:27.6
15,3,02:42.6
15,3,02:57.6
15,3,03:12.6
15,3,03:27.6
15,3,03:42.6
15,3,03:57.6
15,3,04:12.6
15,3,04:27.6
15,3,04:42.6
15,3,04:57.6
15,3,05:12.6
15,3,05:27.6
15,3,05:42.6
15,3,05:57.6
15,3,06:12.6
15,3,06:27.6
15,3,06:42.6
15,3,06:57.6
15,3,07:12.6
15,3,07:27.6
15,3,07:42.6
15,3,07:57.6
15,3,08:12.6
15,3,08:27.6
15,3,08:42.6
15,3,08:57.6
15,3,09:12.6
15,3,09:27.6
15,3,09:42.6
15,3,09:57.6
14,3,10:12.6
15,3,10:27.6
15,3,10:42.6
15,3,10:57.6
15,3,11:12.6
15,3,11:27.6
14,3,11:42.6
14,3,11:57.6
15,3,12:12.6
15,3,12:27.6
15,3,12:42.6
15,3,12:57.6
15,3,13:12.6
15,3,13:27.6
15,3,13:42.6
15,3,13:57.6
14,3,14:12.6
14,3,14:27.6
14,3,14:42.6
14,3,14:57.6
14,3,15:12.6
15,3,15:27.6
14,3,15:42.6
15,3,15:57.6
14,3,16:12.6
15,3,16:27.6
15,3,16:42.6
14,3,16:57.6
15,3,17:12.6
14,3,17:27.6
14,3,17:42.6
14,3,17:57.6
14,3,18:12.6
14,3,18:27.6
14,3,18:42.6
14,3,18:57.6
14,3,19:12.6
14,3,19:27.6
14,3,19:42.6
14,3,19:57.6
14,3,20:12.6
14,3,20:27.6
14,3,20:42.6
14,3,20:57.6
14,3,21:12.6
14,3,21:27.6
14,3,21:42.6
14,3,21:57.6
14,3,22:12.6
14,3,22:27.6
14,3,22:42.6
14,3,22:57.6
14,3,23:12.6
14,3,23:27.6
14,3,23:42.6
14,3,23:57.6
14,3,24:12.6
14,3,24:27.6
14,3,24:42.6
14,3,24:57.6
14,3,25:12.6
14,3,25:27.6
14,3,25:42.6
14,3,25:57.6
14,3,26:12.6
14,3,26:27.6
14,3,26:42.6
14,3,26:57.6
14,3,27:12.6
14,3,27:27.6
14,3,27:42.6
14,3,27:57.6
14,3,28:12.6
14,3,28:27.6
14,3,28:42.6
14,3,28:57.6
14,3,29:12.6
14,3,29:27.6
14,3,29:42.6
14,3,29:57.6
14,3,30:12.6
14,3,30:27.6
14,3,30:42.6
14,3,30:57.6
14,3,31:12.6
14,3,31:27.6
14,3,31:42.6
14,3,31:57.6
14,3,32:12.6
14,3,32:27.6
14,3,32:42.6
14,3,32:57.6
14,3,33:12.6
14,3,33:27.6
14,3,33:42.6
14,3,33:57.6
14,3,34:12.6
14,3,34:27.6
14,3,34:42.6
14,3,34:57.6
14,3,35:12.6
14,3,35:27.6
14,3,35:42.6
14,3,35:57.6
14,3,36:12.6
14,3,36:27.6
14,3,36:42.6
14,3,36:57.6
14,3,37:12.6
14,3,37:27.6
14,3,37:42.6
14,3,37:57.6
14,3,38:12.6
14,3,38:27.6
14,3,38:42.6
14,3,38:57.6
14,3,39:12.6
14,3,39:27.6
14,3,39:42.6
14,3,39:57.6
14,3,40:12.6
14,3,40:27.6
14,3,40:42.6
14,3,40:57.6
14,3,41:12.6
14,3,41:27.6
14,3,41:42.6
14,3,41:57.6
14,3,42:12.6
14,3,42:27.6
14,3,42:42.6
14,3,42:57.6
14,3,43:12.6
14,3,43:27.6
14,3,43:42.6
14,3,43:57.6
14,3,44:12.6
14,3,44:27.6
14,3,44:42.6
14,3,44:57.6
14,3,45:12.6
14,3,45:27.6
14,3,45:42.6
14,3,45:57.6
14,3,46:12.6
14,3,46:27.6
14,3,46:42.6
14,3,46:57.6
14,3,47:12.6
14,3,47:27.6
14,3,47:42.6
14,3,47:57.6
14,3,48:12.6
14,3,48:27.6
14,3,48:42.6
14,3,48:57.6
14,3,49:12.6
14,3,49:27.6
14,3,49:42.6
14,3,49:57.6
14,3,50:12.6
14,3,50:27.6
14,3,50:42.6
14,3,50:57.6
14,3,51:12.6
14,3,51:27.6
14,3,51:42.6
14,3,51:57.6
14,3,52:12.6
14,3,52:27.6
13,3,52:42.6
13,3,52:57.6
13,3,53:12.6
13,3,53:27.6
13,3,53:42.6
13,3,53:57.6
13,3,54:12.6
13,2,54:27.6
12,2,54:42.6
12,2,54:57.6
13,2,55:12.6
12,2,55:27.6
12,2,55:42.6
12,2,55:57.6
12,2,56:12.6
12,2,56:27.6
12,2,56:42.6
12,2,56:57.6
12,2,57:12.6
12,2,57:27.6
12,2,57:42.6
12,2,57:57.6
12,2,58:12.6
12,2,58:27.6
12,2,58:42.6
12,2,58:57.6
12,2,59:12.6
11,2,59:27.6
12,2,59:42.6
12,2,59:57.6
11,2,00:12.6
11,2,00:27.6
11,2,00:42.6
11,2,00:57.6
11,2,01:12.6
11,2,01:27.6
11,2,01:42.6
12,2,01:57.6
11,2,02:12.6
11,2,02:27.6
11,2,02:42.6
11,2,02:57.6
11,2,03:12.6
11,2,03:27.6
11,2,03:42.6
11,2,03:57.6
11,2,04:12.6
11,2,04:27.6
11,2,04:42.6
11,2,04:57.6
11,2,05:12.6
11,2,05:27.6
11,2,05:42.6
11,2,05:57.6
11,2,06:12.6
11,2,06:27.6
11,2,06:42.6
11,2,06:57.6
11,2,07:12.6
11,2,07:27.6
11,2,07:42.6
11,2,07:57.6
11,2,08:12.6
11,2,08:27.6
11,2,08:42.6
10,2,08:57.6
11,2,09:12.6
10,2,09:27.6
10,2,09:42.6
10,2,09:57.6
10,2,10:12.6
10,2,10:27.6
10,2,10:42.6
10,2,10:57.6
10,2,11:12.6
10,2,11:27.6
10,2,11:42.6
10,2,11:57.6
10,2,12:12.6
10,2,12:27.6
10,2,12:42.6
10,2,12:57.6
10,2,13:12.6
10,2,13:27.6
10,2,13:42.6
10,2,13:57.6
10,2,14:12.6
10,2,14:27.6
10,2,14:42.6
10,2,14:57.6
10,2,15:12.6
10,2,15:27.6
10,2,15:42.6
10,2,15:57.6
10,2,16:12.6
10,2,16:27.6
10,2,16:42.6
10,2,16:57.6
10,2,17:12.6
10,2,17:27.6
10,2,17:42.6
10,2,17:57.6
10,2,18:12.6
10,2,18:27.6
10,2,18:42.6
10,2,18:57.6
10,2,19:12.6
10,2,19:27.6
10,2,19:42.6
10,2,19:57.6
10,2,20:12.6
10,2,20:27.6
10,2,20:42.6
10,2,20:57.6
10,2,21:12.6
10,2,21:27.6
10,2,21:42.6
10,2,21:57.6
10,2,22:12.6
10,2,22:27.6
10,2,22:42.6
10,2,22:57.6
10,2,23:12.6
10,2,23:27.6
10,2,23:42.6
10,2,23:57.6
10,2,24:12.6
10,2,24:27.6
10,2,24:42.6
10,2,24:57.6
10,2,25:12.6
10,2,25:27.6
10,2,25:42.6
10,2,25:57.6
10,2,26:12.6
10,2,26:27.6
10,2,26:42.6
10,2,26:57.6
10,2,27:12.6
11,2,27:27.6
10,2,27:42.6
10,2,27:57.6
10,2,28:12.6
10,2,28:27.6
10,2,28:42.6
10,2,28:57.6
10,2,29:12.6
34,6,29:27.6
12,3,29:42.6
12,3,29:57.6
14,3,30:12.6
16,3,30:27.6
16,3,30:42.6
15,3,30:57.6
14,3,31:12.6
14,2,31:27.6
13,2,31:42.6
13,2,31:57.6
13,2,32:12.6
14,2,32:27.6
14,2,32:42.6
14,2,32:57.6
13,2,33:12.6
13,2,33:27.6
13,2,33:42.6
13,2,33:57.6
13,2,34:12.6
13,2,34:27.6
13,2,34:42.6
13,2,34:57.6
13,2,35:12.6
13,2,35:27.6
13,2,35:42.6
13,2,35:57.6
13,2,36:12.6
14,2,36:27.6
14,2,36:42.6
14,2,36:57.6
13,2,37:12.6
15,2,37:27.6
14,2,37:42.6
14,2,37:57.6
14,2,38:12.6
14,2,38:27.6
15,2,38:42.6
15,2,38:57.6
14,2,39:12.6
15,2,39:27.6
15,2,39:42.6
14,2,39:57.6
15,2,40:12.6
15,2,40:27.6
15,2,40:42.6
15,2,40:57.6
15,2,41:12.6
15,2,41:27.6
15,2,41:42.6
15,2,41:57.6
15,3,42:12.6
15,3,42:27.6
14,3,42:42.6
14,2,42:57.6
15,3,43:12.6
34,2,43:27.6
46,2,43:42.6
23,2,43:57.6
20,2,44:12.6
21,2,44:27.6
28,2,44:42.6
22,2,44:57.6
16,2,45:12.6
20,2,45:27.6
16,3,45:42.6
15,2,45:57.6
15,2,46:12.6
15,2,46:27.6
15,2,46:42.6
14,2,46:57.6
14,2,47:12.6
14,2,47:27.6
14,2,47:42.6
14,2,47:57.6
14,2,48:12.6
14,2,48:27.6
14,2,48:42.6
13,2,48:57.6
13,2,49:12.6
13,2,49:27.6
13,2,49:42.6
13,2,49:57.6
13,2,50:12.6
13,2,50:27.6
13,2,50:42.6
13,2,50:57.6
13,2,51:12.6
13,2,51:27.6
13,2,51:42.6
19,2,51:57.6
14,2,52:12.6
14,2,52:27.6
13,2,52:42.6
13,2,52:57.6
13,2,53:12.6
13,2,53:27.6
13,2,53:42.6
13,2,53:57.6
13,2,54:12.6
13,2,54:27.6
13,2,54:42.6
12,2,54:57.6
12,2,55:12.6
12,2,55:27.6
12,2,55:42.6
12,2,55:57.6
12,2,56:12.6
12,2,56:27.6
12,2,56:42.6
12,2,56:57.6
12,2,57:12.6
12,2,57:27.6
11,2,57:42.6
11,2,57:57.6
11,2,58:12.6
12,2,58:27.6
13,2,58:42.6
13,2,58:57.6
14,2,59:12.6
14,3,59:27.6
15,3,59:42.6
14,3,59:57.6
14,3,00:12.6
14,3,00:27.6
15,3,00:42.6
14,3,00:57.6
15,3,01:12.6
15,3,01:27.6
15,3,01:42.6
14,3,01:57.6
14,3,02:12.6
14,3,02:27.6
15,3,02:42.6
15,3,02:57.6
15,3,03:12.6
15,3,03:27.6
14,3,03:42.6
15,3,03:57.6
14,3,04:12.6
15,3,04:27.6
15,3,04:42.6
14,3,04:57.6
15,3,05:12.6
14,3,05:27.6
14,3,05:42.6
14,3,05:57.6
14,3,06:12.6
14,3,06:27.6
14,3,06:42.6
13,3,06:57.6
14,3,07:12.6
14,3,07:27.6
13,3,07:42.6
14,3,07:57.6
13,3,08:12.6
14,3,08:27.6
14,3,08:42.6
13,3,08:57.6
13,3,09:12.6
13,3,09:27.6
13,3,09:42.6
13,3,09:57.6
13,3,10:12.6
13,3,10:27.6
13,3,10:42.6
13,3,10:57.6
13,3,11:12.6
13,3,11:27.6
12,3,11:42.6
12,3,11:57.6
12,3,12:12.6
12,3,12:27.6
12,3,12:42.6
12,3,12:57.6
12,3,13:12.6
12,2,13:27.6
12,2,13:42.6
12,2,13:57.6
12,2,14:12.6
11,2,14:27.6
12,2,14:42.6
12,2,14:57.6
11,2,15:12.6
12,2,15:27.6
11,2,15:42.6
11,2,15:57.6
12,2,16:12.6
12,2,16:27.6
12,2,16:42.6
12,2,16:57.6
11,2,17:12.6
11,2,17:27.6
11,2,17:42.6
11,2,17:57.6
11,2,18:12.6
11,2,18:27.6
11,2,18:42.6
11,2,18:57.6
11,2,19:12.6
11,2,19:27.6
11,2,19:42.6
11,2,19:57.6
11,2,20:12.6
11,2,20:27.6
11,2,20:42.6
11,2,20:57.6
11,2,21:12.6
11,2,21:27.6
11,2,21:42.6
11,2,21:57.6
11,2,22:12.6
11,2,22:27.6
11,2,22:42.6
11,2,22:57.6
11,2,23:12.6
11,2,23:27.6
11,2,23:42.6
11,2,23:57.6
11,2,24:12.6
11,2,24:27.6
11,2,24:42.6
11,2,24:57.6
11,2,25:12.6
11,2,25:27.6
11,2,25:42.6
11,2,25:57.6
11,2,26:12.6
11,2,26:27.6
11,2,26:42.6
11,2,26:57.6
11,2,27:12.6
11,2,27:27.6
11,2,27:42.6
11,2,27:57.6
11,2,28:12.6
11,2,28:27.6
11,2,28:42.6
11,2,28:57.6
11,2,29:12.6
11,2,29:27.6
11,2,29:42.6
11,2,29:57.6
11,2,30:12.6
11,2,30:27.6
11,2,30:42.6
11,2,30:57.6
11,2,31:12.6
11,2,31:27.6
11,2,31:42.6
11,2,31:57.6
11,2,32:12.6
11,2,32:27.6
11,2,32:42.6
11,2,32:57.6
11,2,33:12.6
11,2,33:27.6
11,2,33:42.6
11,2,33:57.6
11,2,34:12.6
11,2,34:27.6
11,2,34:42.6
11,2,34:57.6
11,2,35:12.6
11,2,35:27.6
11,2,35:42.6
10,2,35:57.6
10,2,36:12.6
10,2,36:27.6
10,2,36:42.6
10,2,36:57.6
11,2,37:12.6
10,2,37:27.6
10,2,37:42.6
11,2,37:57.6
10,2,38:12.6
10,2,38:27.6
10,2,38:42.6
10,2,38:57.6
10,2,39:12.6
10,2,39:27.6
10,2,39:42.6
10,2,39:57.6
10,2,40:12.6
10,2,40:27.6
10,2,40:42.6
10,2,40:57.6
10,2,41:12.6
10,2,41:27.6
11,2,41:42.6
11,2,41:57.6
11,2,42:12.6
11,2,42:27.6
11,2,42:42.6
11,2,42:57.6
11,2,43:12.6
11,2,43:27.6
11,2,43:42.6
11,2,43:57.6
11,2,44:12.6
11,2,44:27.6
12,2,44:42.6
11,2,44:57.6
12,2,45:12.6
12,2,45:27.6
12,2,45:42.6
12,2,45:57.6
12,2,46:12.6
12,2,46:27.6
12,2,46:42.6
12,3,46:57.6
12,3,47:12.6
12,2,47:27.6
12,3,47:42.6
12,3,47:57.6
12,3,48:12.6
12,3,48:27.6
12,3,48:42.6
12,3,48:57.6
12,3,49:12.6
12,3,49:27.6
13,3,49:42.6
12,3,49:57.6
12,3,50:12.6
12,3,50:27.6
12,3,50:42.6
12,3,50:57.6
13,3,51:12.6
12,3,51:27.6
13,3,51:42.6
13,3,51:57.6
13,3,52:12.6
13,3,52:27.6
13,3,52:42.6
13,3,52:57.6
13,3,53:12.6
13,3,53:27.6
13,3,53:42.6
13,3,53:57.6
13,3,54:12.6
13,3,54:27.6
13,3,54:42.6
13,3,54:57.6
13,3,55:12.6
12,3,55:27.6
13,3,55:42.6
12,3,55:57.6
13,3,56:12.6
13,3,56:27.6
12,3,56:42.6
12,3,56:57.6
13,3,57:12.6
13,3,57:27.6
13,3,57:42.6
13,3,57:57.6
13,3,58:12.6
13,3,58:27.6
12,3,58:42.6
13,3,58:57.6
13,3,59:12.6
13,3,59:27.6
13,3,59:42.6
14,3,59:57.6
14,3,00:12.6
14,3,00:27.6
14,3,00:42.6
13,3,00:57.6
14,3,01:12.6
14,3,01:27.6
14,3,01:42.6
14,3,01:57.6
14,3,02:12.6
14,3,02:27.6
14,3,02:42.6
14,3,02:57.6
14,3,03:12.6
14,3,03:27.6
14,3,03:42.6
14,3,03:57.6
14,3,04:12.6
14,3,04:27.6
14,3,04:42.6
14,3,04:57.6
14,3,05:12.6
14,3,05:27.6
14,3,05:42.6
14,3,05:57.6
14,3,06:12.6
15,3,06:27.6
15,4,06:42.6
15,3,06:57.6
15,4,07:12.6
15,4,07:27.6
15,4,07:42.6
15,4,07:57.6
15,4,08:12.6
15,4,08:27.6
15,4,08:42.6
15,4,08:57.6
16,4,09:12.6
16,4,09:27.6
15,4,09:42.6
16,4,09:57.6
15,4,10:12.6
16,4,10:27.6
16,4,10:42.6
16,4,10:57.6
16,4,11:12.6
16,4,11:27.6
16,4,11:42.6
16,4,11:57.6
16,4,12:12.6
17,4,12:27.6
16,4,12:42.6
16,4,12:57.6
17,4,13:12.6
17,4,13:27.6
17,4,13:42.6
17,4,13:57.6
17,4,14:12.6
17,5,14:27.6
17,5,14:42.6
17,5,14:57.6
17,5,15:12.6
17,5,15:27.6
17,5,15:42.6
17,5,15:57.6
17,4,16:12.6
17,5,16:27.6
18,5,16:42.6
18,5,16:57.6
18,5,17:12.6
17,5,17:27.6
17,5,17:42.6
17,5,17:57.6
18,5,18:12.6
18,5,18:27.6
17,5,18:42.6
18,5,18:57.6
18,5,19:12.6
18,5,19:27.6
18,5,19:42.6
18,5,19:57.6
18,5,20:12.6
19,5,20:27.6
19,5,20:42.6
19,5,20:57.6
20,5,21:12.6
21,6,21:27.6
21,6,21:42.6
21,6,21:57.6
22,6,22:12.6
21,6,22:27.6
21,6,22:42.6
21,6,22:57.6
21,6,23:12.6
21,6,23:27.6
21,5,23:42.6
21,6,23:57.6
21,6,24:12.6
27,6,24:27.6
32,7,24:42.6
39,8,24:57.6
39,9,25:12.6
37,9,25:27.6
36,9,25:42.6
35,9,25:57.6
35,8,26:12.6
34,8,26:27.6
33,8,26:42.6
34,8,26:57.6
33,8,27:12.6
32,8,27:27.6
32,8,27:42.6
32,8,27:57.6
31,8,28:12.6
31,8,28:27.6
31,8,28:42.6
31,8,28:57.6
30,8,29:12.6
29,8,29:27.6
29,8,29:42.6
29,7,29:57.6
28,7,30:12.6
28,7,30:27.6
28,7,30:42.6
28,7,30:57.6
28,7,31:12.6
27,7,31:27.6
28,7,31:42.6
28,7,31:57.6
27,7,32:12.6
27,7,32:27.6
26,7,32:42.6
26,7,32:57.6
26,7,33:12.6
26,7,33:27.6
26,8,33:42.6
26,7,33:57.6
25,8,34:12.6
25,7,34:27.6
25,7,34:42.6
23,7,34:57.6
24,7,35:12.6
24,7,35:27.6
24,7,35:42.6
23,7,35:57.6
23,7,36:12.6
23,7,36:27.6
23,6,36:42.6
24,6,36:57.6
28,7,37:12.6
27,7,37:27.6
26,7,37:42.6
26,7,37:57.6
26,7,38:12.6
26,7,38:27.6
25,7,38:42.6
24,7,38:57.6
24,7,39:12.6
25,7,39:27.6
24,7,39:42.6
24,7,39:57.6
24,7,40:12.6
24,7,40:27.6
24,7,40:42.6
24,7,40:57.6
23,7,41:12.6
23,7,41:27.6
23,7,41:42.6
22,7,41:57.6
22,7,42:12.6
23,7,42:27.6
22,7,42:42.6
23,6,42:57.6
27,7,43:12.6
23,7,43:27.6
23,7,43:42.6
23,7,43:57.6
22,6,44:12.6
22,6,44:27.6
23,7,44:42.6
23,7,44:57.6
22,7,45:12.6
22,7,45:27.6
22,7,45:42.6
22,7,45:57.6
22,7,46:12.6
21,7,46:27.6
21,7,46:42.6
21,6,46:57.6
21,7,47:12.6
20,6,47:27.6
20,6,47:42.6
20,6,47:57.6
20,6,48:12.6
20,6,48:27.6
20,6,48:42.6
21,6,48:57.6
24,7,49:12.6
22,7,49:27.6
22,6,49:42.6
22,6,49:57.6
21,6,50:12.6
21,6,50:27.6
22,7,50:42.6
22,7,50:57.6
22,7,51:12.6
21,7,51:27.6
22,7,51:42.6
21,6,51:57.6
22,7,52:12.6
21,6,52:27.6
21,6,52:42.6
21,6,52:57.6
21,6,53:12.6
20,6,53:27.6
20,6,53:42.6
21,6,53:57.6
21,6,54:12.6
21,6,54:27.6
20,6,54:42.6
20,6,54:57.6
20,6,55:12.6
20,6,55:27.6
20,6,55:42.6
20,6,55:57.6
20,6,56:12.6
20,6,56:27.6
19,6,56:42.6
19,6,56:57.6
19,6,57:12.6
19,6,57:27.6
19,6,57:42.6
19,6,57:57.6
19,7,58:12.6
19,6,58:27.6
19,6,58:42.6
19,6,58:57.6
19,6,59:12.6
19,6,59:27.6
19,6,59:42.6
34,7,59:57.6
30,10,00:12.6
36,12,00:27.6
37,14,00:42.6
28,15,00:57.6
22,12,01:12.6
22,10,01:27.6
20,9,01:42.6
20,9,01:57.6
19,8,02:12.6
20,8,02:27.6
20,8,02:42.6
19,8,02:57.6
24,10,03:12.6
24,11,03:27.6
26,11,03:42.6
30,12,03:57.6
33,14,04:12.6
46,16,04:27.6
37,17,04:42.6
33,18,04:57.6
37,17,05:12.6
39,18,05:27.6
37,17,05:42.6
34,19,05:57.6
34,16,06:12.6
39,18,06:27.6
37,19,06:42.6
38,20,06:57.6
38,20,07:12.6
39,19,07:27.6
41,21,07:42.6
41,22,07:57.6
40,23,08:12.6
36,21,08:27.6
35,20,08:42.6
25,16,08:57.6
24,13,09:12.6
26,13,09:27.6
26,13,09:42.6
26,12,09:57.6
25,12,10:12.6
23,11,10:27.6
24,10,10:42.6
25,11,10:57.6
26,11,11:12.6
25,11,11:27.6
26,11,11:42.6
33,12,11:57.6
28,12,12:12.6
30,12,12:27.6
31,11,12:42.6
37,15,12:57.6
38,15,13:12.6
38,16,13:27.6
36,16,13:42.6
